smiles,pIC50,patent_cie,target_2targs_power6_seed19_targid0_continuous,target_2targs_power6_seed19_targid0,target_2targs_power6_seed19_targid1_continuous,target_2targs_power6_seed19_targid1,target_1targs_power6_seed19_targid0_continuous,target_1targs_power6_seed19_targid0,target_1targs_power6_seed20_targid0_continuous,target_1targs_power6_seed20_targid0,target_1targs_power6_seed21_targid0_continuous,target_1targs_power6_seed21_targid0,target_1targs_power6_seed22_targid0_continuous,target_1targs_power6_seed22_targid0,target_1targs_power6_seed23_targid0_continuous,target_1targs_power6_seed23_targid0,target_2targs_power15_seed19_targid0_continuous,target_2targs_power15_seed19_targid0,target_2targs_power15_seed19_targid1_continuous,target_2targs_power15_seed19_targid1,target_1targs_power15_seed19_targid0_continuous,target_1targs_power15_seed19_targid0,target_1targs_power15_seed20_targid0_continuous,target_1targs_power15_seed20_targid0,target_1targs_power15_seed21_targid0_continuous,target_1targs_power15_seed21_targid0,target_1targs_power15_seed22_targid0_continuous,target_1targs_power15_seed22_targid0,target_1targs_power15_seed23_targid0_continuous,target_1targs_power15_seed23_targid0
CC1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(F)(F)CC1,8.292429823902062,roche,0.7936951,0,0.4134252,0,1.8747779,1,0.3383791,0,0.86313355,1,0.45640782,0,0.8254789,0,0.972947,0,0.9100536,1,1.0912992,0,0.6631448,0,1.1008649,1,0.77616394,1,0.8416552,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,8.267606240177031,roche,0.9475725,0,0.4884312,0,1.743578,1,0.3065801,0,0.7928463,0,0.44880387,0,0.8555491,0,0.97809386,0,0.90109193,1,1.1054333,0,0.6849717,1,1.1041566,1,0.7659338,0,0.8426325,0
CCC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,8.193820026016112,roche,1.3503245,1,1.0439013,1,1.0444552,0,0.6334963,0,0.6110185,0,0.4980668,0,1.1149913,1,0.9820197,0,0.895482,1,1.1041466,0,0.6806601,1,1.1005907,1,0.7873073,1,0.83596915,0
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CC[C@H](CO)C1,8.173925197299173,roche,1.3502644,1,0.8282732,0,1.3748931,1,0.52923334,0,0.58817226,0,0.59753036,0,0.7542085,0,0.9861246,0,0.90715086,1,1.0922427,0,0.678236,1,1.1022913,1,0.7744506,1,0.84330773,0
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@](C)(CO)Oc2cc1N1CCOCC1,8.045757490560675,roche,0.8097935,0,0.5590352,0,1.3601882,1,0.49672142,0,0.8452571,1,0.47837383,0,0.7760731,0,0.9907706,0,0.892894,1,1.1199726,1,0.6912996,1,1.1015913,1,0.7680948,0,0.84144115,0
COCC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,8.0,roche,1.1124226,1,0.3551203,0,2.7769513,1,1.0164821,1,0.9229041,1,0.44041106,0,0.81082296,0,0.99385667,1,0.89766604,1,1.120242,1,0.6834512,1,1.113757,1,0.77060497,0,0.84326947,0
O=C(Nc1cc2CC3(CCOCC3)Oc2cc1N1CCOCC1)c1cnn2cccnc12,7.958607314841775,roche,1.3959043,1,2.4535098,1,0.5914426,0,0.50258493,0,0.86876476,1,0.54128647,0,1.4055712,1,1.0022811,1,0.8438618,0,1.1779859,1,0.6824076,1,1.1035337,1,0.7686986,0,0.8419797,0
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CC[C@@H](CO)C1,7.920818753952375,roche,1.3502644,1,0.8282732,0,1.3748931,1,0.52923334,0,0.58817226,0,0.59753036,0,0.7542085,0,0.9861246,0,0.90715086,1,1.0922427,0,0.678236,1,1.1022913,1,0.7744506,1,0.84330773,0
CC1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.853871964321763,roche,0.9475725,0,0.4884312,0,1.743578,1,0.3065801,0,0.7928463,0,0.44880387,0,0.8555491,0,0.97809386,0,0.90109193,1,1.1054333,0,0.6849717,1,1.1041566,1,0.7659338,0,0.8426325,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.823908740944319,roche,0.9475725,0,0.4884312,0,1.743578,1,0.3065801,0,0.7928463,0,0.44880387,0,0.8555491,0,0.97809386,0,0.90109193,1,1.1054333,0,0.6849717,1,1.1041566,1,0.7659338,0,0.8426325,0
CC1Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.721246399047171,roche,1.3326411,1,1.4626355,1,0.78661567,0,0.74448884,0,0.7501668,0,1.2188585,1,0.60902,0,0.9735573,0,0.8985833,1,1.1011069,0,0.67040956,0,1.1138959,1,0.7596127,0,0.841319,0
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(C)(CO)C1,7.67778070526608,roche,1.6591082,1,0.9685891,1,1.3127376,1,0.48197752,0,0.6709415,0,0.61877584,0,0.8515899,0,0.9921753,0,0.893742,1,1.1144934,0,0.6958946,1,1.098923,0,0.77979964,1,0.84643424,0
OCC1CCN(CC1)c1cc2OCC(=O)Nc2cc1NC(=O)c1cnn2cccnc12,7.585026652029183,roche,1.1366274,1,0.4519549,0,2.330076,1,3.261355,1,1.1777453,1,0.66057444,0,0.62711877,0,0.98577535,0,0.8709849,0,1.1534426,1,0.7068293,1,1.1121742,1,0.7715497,0,0.8479502,1
C[C@]1(O)COc2cc(N3CCOCC3)c(NC(=O)c3cnn4cccnc34)cc2C1,7.568636235841013,roche,1.316004,1,0.54005235,0,2.2281368,1,0.7054187,0,1.062581,1,0.5076729,0,1.1338922,1,0.9750825,0,0.88746035,0,1.1165217,0,0.66656387,0,1.1024799,1,0.76986325,0,0.8475028,1
CN(C)C(=O)C1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.508638306165728,roche,0.69486225,0,1.2096174,1,0.6913631,0,1.4756054,1,1.2323236,1,0.7049069,1,0.74662,0,1.006793,1,0.8592611,0,1.1720006,1,0.703766,1,1.0937356,0,0.7666118,0,0.8508308,1
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@@](C)(CO)Oc2cc1N1CCOCC1,7.494850021680094,roche,0.8097935,0,0.5590352,0,1.3601882,1,0.49672142,0,0.8452571,1,0.47837383,0,0.7760731,0,0.9907706,0,0.892894,1,1.1199726,1,0.6912996,1,1.1015913,1,0.7680948,0,0.84144115,0
COc1cc2OC(C)(C)Cc2cc1NC(=O)c1cnn2cccnc12,7.420216403383192,roche,1.0543758,1,1.3803917,1,0.7201774,0,0.5764762,0,1.3852463,1,0.604509,0,0.65875906,0,0.9979635,1,0.91800225,1,1.0898614,0,0.66201854,0,1.077191,0,0.7817591,1,0.8523389,1
CC1(C)CNc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.267606240177032,roche,0.66709447,0,2.0865908,1,0.34062833,0,0.6827441,0,0.846771,1,0.9211786,1,0.7440294,0,1.0001099,1,0.88630354,0,1.1303062,1,0.671653,0,1.1092583,1,0.7658246,0,0.8391296,0
CC1CNc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.142667503568733,roche,1.7225828,1,0.68463457,0,1.9044644,1,1.4998822,1,0.79925764,0,1.3677958,1,0.7234751,0,0.9895992,0,0.8907906,0,1.1300719,1,0.6785863,1,1.1178405,1,0.7570646,0,0.8437531,0
O=C(Nc1cc2NCCOc2cc1N1CCOCC1)c1cnn2cccnc12,7.008773924307505,roche,1.843309,1,0.9733992,1,1.3959088,1,2.323755,1,0.82629395,1,0.9547236,1,0.76199263,0,0.99349195,1,0.8849139,0,1.1339414,1,0.6868461,1,1.127143,1,0.7596139,0,0.84617746,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@H]2C[C@@H]1CO2,6.886056647693162,roche,1.1863334,1,0.6281027,0,1.8517532,1,0.70976245,0,1.4517666,1,1.2427484,1,1.0970486,1,0.97473997,0,0.91718566,1,1.0848621,0,0.6813242,1,1.0932018,0,0.7617405,0,0.8451569,0
CNC[C@H]1OC[C@@H](CO1)c1cc2OC(C)(C)Cc2cc1NC(=O)c1cnn2cccnc12,6.823908740944319,roche,0.6562259,0,0.9858556,1,0.63379097,0,0.60126454,0,0.75578517,0,0.88114685,1,1.047064,1,1.0084748,1,0.9093299,1,1.1020312,0,0.70633197,1,1.0691504,0,0.76538765,0,0.8660548,1
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOC(C)(C)C1,6.823908740944319,roche,0.8002702,0,0.6097685,0,1.2164663,1,0.402036,0,0.6831431,0,0.603916,0,0.7257818,0,0.99512833,1,0.89213353,0,1.1247615,1,0.7097428,1,1.097008,0,0.7733703,1,0.845495,0
CC1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOC(C)(C)C1,6.7447274948966935,roche,0.8002702,0,0.6097685,0,1.2164663,1,0.402036,0,0.6831431,0,0.603916,0,0.7257818,0,0.99512833,1,0.89213353,0,1.1247615,1,0.7097428,1,1.097008,0,0.7733703,1,0.845495,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@H]2C[C@@H]1CO2,6.698970004336019,roche,1.1863334,1,0.6281027,0,1.8517532,1,0.70976245,0,1.4517666,1,1.2427484,1,1.0970486,1,0.97473997,0,0.91718566,1,1.0848621,0,0.6813242,1,1.0932018,0,0.7617405,0,0.8451569,0
C[C@@]1(O)COc2cc(N3CCOCC3)c(NC(=O)c3cnn4cccnc34)cc2C1,6.585026652029183,roche,1.316004,1,0.54005235,0,2.2281368,1,0.7054187,0,1.062581,1,0.5076729,0,1.1338922,1,0.9750825,0,0.88746035,0,1.1165217,0,0.66656387,0,1.1024799,1,0.76986325,0,0.8475028,1
CC1COc2cc(N3CCOCC3)c(NC(=O)c3cnn4cccnc34)cc2N1,6.568636235841013,roche,1.3082318,1,1.7929046,1,0.7082573,0,1.7954122,1,0.78708744,0,1.0794448,1,0.62376904,0,0.9784805,0,0.90376395,1,1.1034747,0,0.6685776,0,1.1174071,1,0.7560531,0,0.8495363,1
CC1(Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1)C(O)=O,6.443697499232713,roche,1.4063075,1,0.54390216,0,2.436749,1,0.5783565,0,1.122777,1,0.53897387,0,1.0792083,1,0.9816675,0,0.880719,0,1.1378801,1,0.67802346,1,1.0888382,0,0.76684487,0,0.85145843,1
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOC(C)(C)C1,6.431798275933005,roche,0.8002702,0,0.6097685,0,1.2164663,1,0.402036,0,0.6831431,0,0.603916,0,0.7257818,0,0.99512833,1,0.89213353,0,1.1247615,1,0.7097428,1,1.097008,0,0.7733703,1,0.845495,0
O=C(Nc1cc2NCCCOc2cc1N1CCOCC1)c1cnn2cccnc12,6.161150909262744,roche,1.1668581,1,1.6919899,1,0.71019804,0,3.4900293,1,0.8785942,1,1.078136,1,0.70386595,0,0.98586905,0,0.8951019,1,1.1165863,0,0.6800692,1,1.1284611,1,0.7598085,0,0.8443084,0
CNC[C@H]1OC[C@H](CO1)c1cc2OC(C)(C)Cc2cc1NC(=O)c1cnn2cccnc12,6.107905397309519,roche,0.6562259,0,0.9858556,1,0.63379097,0,0.60126454,0,0.75578517,0,0.88114685,1,1.047064,1,1.0084748,1,0.9093299,1,1.1020312,0,0.70633197,1,1.0691504,0,0.76538765,0,0.8660548,1
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2C1=O)N1CCC(CC1)[C@@H](O)C(F)F,8.698970004336019,roche,0.7991325,0,1.0522375,1,0.9499872,0,4.015579,1,1.1979635,1,0.8967972,1,0.6272542,0,0.9985482,1,0.8376936,0,1.192256,1,0.6876246,1,1.0925562,0,0.7980527,1,0.8448849,0
C[C@H](C(F)F)C1CCN(CC1)c1cc2C(=O)N(C[C@@H](F)C(C)(C)O)Cc2cc1NC(=O)c1cnn2cccnc12,8.698970004336019,roche,0.9568728,0,0.65720093,0,1.5329287,1,0.47262806,0,0.9410183,1,0.8379346,1,0.6180024,0,0.9934679,1,0.8470717,0,1.1787724,1,0.67793965,1,1.0884023,0,0.80032974,1,0.8484864,1
OCC1CCN(CC1)c1cc2C(=O)N(CC(F)(F)F)Cc2cc1NC(=O)c1cnn2cccnc12,8.096910013008056,roche,1.1013016,1,1.4016742,1,0.97296214,0,1.3342384,1,0.9380709,1,0.665235,0,0.8500518,0,0.9922921,1,0.8450553,0,1.1841235,1,0.662692,0,1.0859702,0,0.7925593,1,0.84838057,1
COC1[C@@H]2CC[C@H]1N(C2)c1cc2OC(C)(C)Cc2cc1NC(=O)c1cnn2cccnc12,6.920818753952375,roche,1.2176803,1,0.44890288,0,2.368053,1,0.5904208,0,1.0463763,1,0.57783794,0,0.78850245,0,0.9853263,0,0.90254813,1,1.1042036,0,0.6669577,0,1.099859,0,0.7673706,0,0.8412367,0
CC1(CO)Cc2cc(NC(=O)c3cnn4cc(Cl)cnc34)c(cc2O1)N1CCN(CC(F)F)CC1,8.443697499232712,roche,0.69017565,0,0.44393876,0,1.536286,1,0.21514545,0,0.6734961,0,0.77988315,1,1.1507587,1,0.9823348,0,0.90604866,1,1.1021278,0,0.6626784,0,1.0961677,0,0.76883817,0,0.8435605,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(F)(F)CC1,7.795880017344077,roche,0.7936951,0,0.4134252,0,1.8747779,1,0.3383791,0,0.86313355,1,0.45640782,0,0.8254789,0,0.972947,0,0.9100536,1,1.0912992,0,0.6631448,0,1.1008649,1,0.77616394,1,0.8416552,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(F)(F)CC1,8.221848749616356,roche,0.7936951,0,0.4134252,0,1.8747779,1,0.3383791,0,0.86313355,1,0.45640782,0,0.8254789,0,0.972947,0,0.9100536,1,1.0912992,0,0.6631448,0,1.1008649,1,0.77616394,1,0.8416552,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@H]2C[C@@H]1CN2CC(F)F,5.958607314841776,roche,1.1778108,1,0.48812985,0,2.3817947,1,0.8355638,1,0.7823709,0,0.552299,0,1.0427027,1,0.9785098,0,0.90597737,1,1.1019052,0,0.6540706,0,1.1065222,1,0.7729304,0,0.84309995,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@H]2C[C@@H]1CN2CC(F)F,6.309803919971486,roche,1.1778108,1,0.48812985,0,2.3817947,1,0.8355638,1,0.7823709,0,0.552299,0,1.0427027,1,0.9785098,0,0.90597737,1,1.1019052,0,0.6540706,0,1.1065222,1,0.7729304,0,0.84309995,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(CO)CC1,8.494850021680094,roche,1.2919276,1,0.55268633,0,2.0481696,1,0.39556164,0,0.77581155,0,0.4269907,0,1.0493051,1,0.9788622,0,0.88886595,0,1.1189681,0,0.6866968,1,1.1022359,1,0.7703947,0,0.8443347,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(CO)CC1,8.481486060122112,roche,1.2919276,1,0.55268633,0,2.0481696,1,0.39556164,0,0.77581155,0,0.4269907,0,1.0493051,1,0.9788622,0,0.88886595,0,1.1189681,0,0.6866968,1,1.1022359,1,0.7703947,0,0.8443347,0
C[C@]1(COC(F)F)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.657577319177793,roche,1.4385117,1,0.57118464,0,2.3644214,1,0.6120003,0,0.76662123,0,0.6933939,1,0.9021966,1,0.9756222,0,0.8972522,1,1.1122355,0,0.6598495,0,1.1144216,1,0.774639,1,0.8390134,0
C[C@@]1(COC(F)F)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.568636235841013,roche,1.4385117,1,0.57118464,0,2.3644214,1,0.6120003,0,0.76662123,0,0.6933939,1,0.9021966,1,0.9756222,0,0.8972522,1,1.1122355,0,0.6598495,0,1.1144216,1,0.774639,1,0.8390134,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cc(Cl)cnc34)c(cc2O1)N1CCC(CO)CC1,8.4089353929735,roche,0.6373718,0,0.6158874,0,1.1192813,0,0.3208267,0,0.5541611,0,0.74468803,1,1.2374955,1,0.9882144,0,0.89226794,1,1.1227558,1,0.68083596,1,1.0881863,0,0.7660465,0,0.84336,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cc(Cl)cnc34)c(cc2O1)N1CCC(CO)CC1,8.55284196865778,roche,0.6373718,0,0.6158874,0,1.1192813,0,0.3208267,0,0.5541611,0,0.74468803,1,1.2374955,1,0.9882144,0,0.89226794,1,1.1227558,1,0.68083596,1,1.0881863,0,0.7660465,0,0.84336,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(F)(CO)CC1,8.721246399047171,roche,0.7041008,0,0.41071185,0,1.7057061,1,0.49931985,0,0.9080327,1,0.48697498,0,1.0103512,1,0.98170704,0,0.8944563,1,1.1144142,0,0.68128234,1,1.1002498,1,0.7734983,1,0.84116924,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCC(F)(CO)CC1,8.769551078621726,roche,0.7041008,0,0.41071185,0,1.7057061,1,0.49931985,0,0.9080327,1,0.48697498,0,1.0103512,1,0.98170704,0,0.8944563,1,1.1144142,0,0.68128234,1,1.1002498,1,0.7734983,1,0.84116924,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cc(F)cnc34)c(cc2O1)N1CCOCC1,7.795880017344077,roche,0.7948674,0,0.35764417,0,2.1675837,1,0.72053134,0,0.8075949,0,0.5375562,0,0.891811,1,0.98066515,0,0.90697634,1,1.100808,0,0.680846,1,1.102972,1,0.76873237,0,0.8397102,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cc(F)cnc34)c(cc2O1)N1CCOCC1,7.468521082957745,roche,0.7948674,0,0.35764417,0,2.1675837,1,0.72053134,0,0.8075949,0,0.5375562,0,0.891811,1,0.98066515,0,0.90697634,1,1.100808,0,0.680846,1,1.102972,1,0.76873237,0,0.8397102,0
O[C@H]1CC[C@@H](CC1)N1Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2C1=O)N1CCOCC1,8.698970004336019,roche,1.3967538,1,0.49756297,0,2.707114,1,2.5602212,1,1.0718087,1,0.592229,0,0.86309385,0,0.98992556,0,0.8532871,0,1.1690323,1,0.6970848,1,1.1006482,1,0.7660032,0,0.8527303,1
CNC(=O)[C@@H]1[C@H]2CN(C[C@@H]12)c1cc2OC(C)(C)Cc2cc1NC(=O)c1cnn2cccnc12,7.251811972993798,roche,0.6647626,0,1.1834048,1,0.62710035,0,0.6374545,0,0.79342616,0,0.64713466,0,1.1537747,1,1.0045488,1,0.88348013,0,1.142552,1,0.70187986,1,1.0850989,0,0.7769575,1,0.85987663,1
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@](C)(CO)Oc2cc1N1CCC(CO)CC1,8.638272163982407,roche,0.64672714,0,0.55638206,0,1.1800603,1,0.8963733,1,0.83391887,1,0.4684269,0,0.94610935,1,0.9918187,0,0.8807957,0,1.1340461,1,0.6932925,1,1.0995054,0,0.7731613,0,0.8431611,0
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@@](C)(CO)Oc2cc1N1CCC(CO)CC1,8.744727494896694,roche,0.64672714,0,0.55638206,0,1.1800603,1,0.8963733,1,0.83391887,1,0.4684269,0,0.94610935,1,0.9918187,0,0.8807957,0,1.1340461,1,0.6932925,1,1.0995054,0,0.7731613,0,0.8431611,0
C[C@@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@@H]2C[C@H]1CO2,6.267606240177032,roche,1.1863334,1,0.6281027,0,1.8517532,1,0.70976245,0,1.4517666,1,1.2427484,1,1.0970486,1,0.97473997,0,0.91718566,1,1.0848621,0,0.6813242,1,1.0932018,0,0.7617405,0,0.8451569,0
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1C[C@@H]2C[C@H]1CO2,6.7447274948966935,roche,1.1863334,1,0.6281027,0,1.8517532,1,0.70976245,0,1.4517666,1,1.2427484,1,1.0970486,1,0.97473997,0,0.91718566,1,1.0848621,0,0.6813242,1,1.0932018,0,0.7617405,0,0.8451569,0
CNC(=O)[C@]1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,6.721246399047171,roche,0.54131603,0,1.3662136,1,0.44829383,0,1.030232,1,0.71403885,0,0.46197528,0,0.7254256,0,1.0078576,1,0.8565988,0,1.1804392,1,0.693039,1,1.0933323,0,0.76335394,0,0.85237974,1
CNC(=O)[C@@]1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1,7.657577319177793,roche,0.54131603,0,1.3662136,1,0.44829383,0,1.030232,1,0.71403885,0,0.46197528,0,0.7254256,0,1.0078576,1,0.8565988,0,1.1804392,1,0.693039,1,1.0933323,0,0.76335394,0,0.85237974,1
C[C@@]1(Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1)C(F)F,8.207608310501746,roche,1.4226208,1,1.4905388,1,1.1614158,1,0.27858865,0,0.83796954,1,0.62613344,0,0.8845277,1,0.9848154,0,0.8770728,0,1.1297486,1,0.6475711,0,1.1165402,1,0.7656288,0,0.83574504,0
C[C@]1(Cc2cc(NC(=O)c3cnn4cccnc34)c(cc2O1)N1CCOCC1)C(F)F,8.017728766960431,roche,1.4226208,1,1.4905388,1,1.1614158,1,0.27858865,0,0.83796954,1,0.62613344,0,0.8845277,1,0.9848154,0,0.8770728,0,1.1297486,1,0.6475711,0,1.1165402,1,0.7656288,0,0.83574504,0
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@](C)(CO)Oc2cc1N1CCC(CC1)C(C)(C)O,8.42021640338319,roche,1.0701442,1,0.6297619,0,1.5921793,1,0.58171374,0,0.63568735,0,0.578483,0,0.97890353,1,0.9968955,1,0.8780903,0,1.1416988,1,0.7119046,1,1.0947508,0,0.77867776,1,0.846892,1
Cc1cnc2c(cnn2c1)C(=O)Nc1cc2C[C@@](C)(CO)Oc2cc1N1CCC(CC1)C(C)(C)O,8.568636235841014,roche,1.0701442,1,0.6297619,0,1.5921793,1,0.58171374,0,0.63568735,0,0.578483,0,0.97890353,1,0.9968955,1,0.8780903,0,1.1416988,1,0.7119046,1,1.0947508,0,0.77867776,1,0.846892,1
