smiles,pIC50,patent_cie,target_2targs_power6_seed19_targid0_continuous,target_2targs_power6_seed19_targid0,target_2targs_power6_seed19_targid1_continuous,target_2targs_power6_seed19_targid1,target_1targs_power6_seed19_targid0_continuous,target_1targs_power6_seed19_targid0,target_1targs_power6_seed20_targid0_continuous,target_1targs_power6_seed20_targid0,target_1targs_power6_seed21_targid0_continuous,target_1targs_power6_seed21_targid0,target_1targs_power6_seed22_targid0_continuous,target_1targs_power6_seed22_targid0,target_1targs_power6_seed23_targid0_continuous,target_1targs_power6_seed23_targid0,target_2targs_power15_seed19_targid0_continuous,target_2targs_power15_seed19_targid0,target_2targs_power15_seed19_targid1_continuous,target_2targs_power15_seed19_targid1,target_1targs_power15_seed19_targid0_continuous,target_1targs_power15_seed19_targid0,target_1targs_power15_seed20_targid0_continuous,target_1targs_power15_seed20_targid0,target_1targs_power15_seed21_targid0_continuous,target_1targs_power15_seed21_targid0,target_1targs_power15_seed22_targid0_continuous,target_1targs_power15_seed22_targid0,target_1targs_power15_seed23_targid0_continuous,target_1targs_power15_seed23_targid0
COCCn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(n1)C(N)=O,8.522878745280337,merck,0.41694507,0,1.8521619,1,0.44365495,0,1.2176684,1,0.9998304,1,0.7058874,0,1.0068872,0,1.2720387,1,0.90600353,0,1.3327532,1,0.9391106,1,1.215271,1,0.88905954,1,1.1073701,0
OC(=O)C(F)(F)F.CN1CCCC(Cn2cc(NC(=O)c3cnn4ccc(N[C@@H]5CCCC[C@@H]5N)nc34)c(n2)C(N)=O)C1,8.698970004336019,merck,0.8634039,0,1.2717224,0,0.77125293,0,1.2046666,1,0.86077,0,0.9888977,1,0.9774311,0,1.2717916,1,0.94904804,1,1.3364332,1,0.9392711,1,1.2104127,1,0.90067536,1,1.0959398,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4)nc23)c(n1)C(N)=O,6.7447274948966935,merck,2.0344737,1,1.1371896,0,1.7714097,1,1.1753924,1,1.2151316,1,0.95364475,1,1.1054455,0,1.239157,0,0.9738175,1,1.2995855,0,0.93639123,1,1.1892343,0,0.8964728,1,1.1135914,1
Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4O)nc23)c(n1)C(N)=O,6.6777807052660805,merck,0.943222,0,1.8472577,1,0.8863343,0,0.7900066,0,0.9692952,1,1.184168,1,1.3073897,1,1.2587556,1,0.93169594,1,1.3086852,0,0.92296857,0,1.1994834,0,0.89821863,1,1.1044769,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(NCCN)nc23)c(n1)C(N)=O,8.698970004336019,merck,0.888029,0,1.5111213,1,0.8885603,0,0.9657505,1,0.83758515,0,0.841717,0,0.8918473,0,1.2649462,1,0.9594423,1,1.3415408,1,0.9484028,1,1.2113783,1,0.88627887,1,1.0918155,0
Cn1cc(NC(=O)c2cnn3ccc(NCC4CNC(=O)C4)nc23)c(n1)C(N)=O,6.568636235841013,merck,0.419678,0,0.68857074,0,0.42790788,0,1.0825692,1,1.0764225,1,0.6884999,0,0.82479185,0,1.2740805,1,0.95457155,1,1.3352139,1,0.9358112,1,1.1908206,0,0.89985746,1,1.094608,0
Cl.Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCOCC2)c(n1)C(N)=O,6.619788758288393,merck,1.8829876,1,2.4599473,1,2.097627,1,0.89383674,0,0.8488945,0,1.1416048,1,0.93207675,0,1.2750633,1,0.91435105,0,1.3351022,1,0.92625016,0,1.2007653,0,0.8734592,0,1.1291969,1
Cl.Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCNCC2)c(n1)C(N)=O,7.431798275933005,merck,2.1448293,1,0.87491965,0,1.970738,1,1.04486,1,1.4458401,1,0.63634944,0,1.0966614,0,1.2628279,1,0.9616102,1,1.3171486,1,0.9207418,0,1.2139901,1,0.8743533,0,1.1136575,1
OC(=O)C(F)(F)F.N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3cn(CC(N)=O)nc3C(N)=O)c2n1,8.522878745280337,merck,2.2291377,1,1.900449,1,1.8720827,1,1.212764,1,0.8534622,0,1.362287,1,1.2036089,1,1.2523575,0,0.92427087,1,1.3141365,1,0.9413345,1,1.1995659,0,0.8904194,1,1.0952022,0
OC(=O)C(F)(F)F.NC(=O)c1nn(cc1NC(=O)c1cnn2ccc(nc12)N1CCNCC1)-c1ccncc1,7.602059991327962,merck,2.0690086,1,1.2735672,0,2.0756128,1,0.7737832,0,0.85214186,0,0.70768064,0,1.2470725,1,1.2530643,0,0.94065577,1,1.3120952,1,0.93852323,1,1.1942776,0,0.8893875,1,1.1101384,1
OC(=O)C(F)(F)F.NC(=O)c1c(NC(=O)c2cnn3ccc(nc23)N2CCNCC2)cnn1-c1ccncc1,6.508638306165728,merck,2.0690086,1,1.2735672,0,2.0756128,1,0.7737832,0,0.85214186,0,0.70768064,0,1.2470725,1,1.2530643,0,0.94065577,1,1.3120952,1,0.93852323,1,1.1942776,0,0.8893875,1,1.1101384,1
OC(=O)C(F)(F)F.NC(=O)c1nn(cc1NC(=O)c1cnn2ccc(nc12)N1CCNCC1)-c1cccnc1,7.481486060122112,merck,2.0690086,1,1.2735672,0,2.0756128,1,0.7737832,0,0.85214186,0,0.70768064,0,1.2470725,1,1.2530643,0,0.94065577,1,1.3120952,1,0.93852323,1,1.1942776,0,0.8893875,1,1.1101384,1
NC(=O)c1nn(cc1NC(=O)c1cnn2ccc(nc12)N1CCNCC1)-c1ccccn1,6.0,merck,1.9701953,1,1.0586879,0,1.7453182,1,0.98857445,1,1.0289187,1,1.2387677,1,1.5159028,1,1.2587857,1,0.9301725,1,1.3071612,0,0.9223965,0,1.2071313,1,0.8832193,0,1.0984671,0
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCNC(=O)C2)c(n1)C(N)=O,6.3979400086720375,merck,1.5638584,1,0.75919116,0,1.6500535,1,0.70884913,0,1.2172827,1,1.3319075,1,1.1203077,0,1.2571642,1,0.9358768,1,1.3053021,0,0.9279524,0,1.1984991,0,0.8934687,1,1.1074663,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(OCCN)nc23)c(n1)C(N)=O,5.036212172654444,merck,1.3687077,1,1.3166935,0,1.1073155,0,1.4224718,1,1.1905583,1,1.123138,1,1.0603743,0,1.2431219,0,0.9327273,1,1.311009,0,0.9635903,1,1.2115371,1,0.9077238,1,1.1126072,1
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(CCCN)nc23)c(n1)C(N)=O,6.823908740944319,merck,1.5680091,1,0.8545462,0,1.4692602,1,0.9783846,1,0.9881181,1,1.2034583,1,0.84929657,0,1.2575796,1,0.9754356,1,1.3330731,1,0.94908017,1,1.1960719,0,0.8926113,1,1.0906633,0
Cl.NC(=O)c1ncccc1NC(=O)c1cnn2cccnc12,5.356547323513811,merck,1.234675,1,0.5422643,0,1.0285478,0,1.2012501,1,0.7812438,0,1.1230807,1,0.94472057,0,1.286467,1,0.90110433,0,1.3523082,1,0.9192903,0,1.1980793,0,0.8611382,0,1.1118929,1
Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)C(N)=O,6.431798275933005,merck,1.9187285,1,1.930623,1,1.6608021,1,0.744559,0,1.2511895,1,1.4344851,1,1.563678,1,1.2862673,1,0.9255921,1,1.3521664,1,0.91513544,0,1.1865076,0,0.86725056,0,1.0916221,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3cccnn23)c(n1)C(N)=O,7.568636235841013,merck,1.9784454,1,0.5556274,0,1.8354309,1,1.3914311,1,0.8605392,0,0.7848257,0,1.2495353,1,1.2786585,1,0.9634845,1,1.3501327,1,0.94119793,1,1.189683,0,0.877689,0,1.0995593,0
NC(=O)c1nn(cc1NC(=O)c1cnn2cccnc12)-c1cccnc1,7.229147988357855,merck,0.8821383,0,0.86613095,0,0.8043068,0,0.6928825,0,1.0366172,1,1.1190767,1,1.2695847,1,1.2919943,1,0.88731456,0,1.3501706,1,0.91731954,0,1.187379,0,0.86522377,0,1.0912673,0
Cl.NC(=O)c1ccncc1NC(=O)c1cnn2cccnc12,5.091514981121351,merck,0.9569899,0,0.7714352,0,0.80952317,0,1.1515756,1,1.4679382,1,1.1000499,1,0.9470063,0,1.287959,1,0.89170223,0,1.3550959,1,0.920513,0,1.2035027,0,0.8587128,0,1.1118755,1
CC(C)(C)OC(=O)N1CCC(CC1)n1cc(NC(=O)c2cnn3cccnc23)c(n1)C(N)=O,6.173925197299173,merck,1.0421033,0,1.4305339,0,0.9617841,0,0.90636337,0,1.6755762,1,0.687223,0,1.3061731,1,1.248356,0,0.9095914,0,1.3217187,1,0.9394239,1,1.2197506,1,0.8771085,0,1.0931053,0
Cl.NC(=O)c1nn(cc1NC(=O)c1cnn2cccnc12)C1CCNCC1,6.327902142064282,merck,1.6443095,1,1.8003634,1,1.4778292,1,1.0324492,1,1.4578259,1,0.8725255,1,1.1208273,0,1.2667519,1,0.92166716,0,1.320426,1,0.9229091,0,1.2101429,1,0.8743253,0,1.1041371,0
Cl.NC(=O)c1cnccc1NC(=O)c1cnn2cccnc12,6.1487416512809245,merck,0.9569899,0,0.7714352,0,0.80952317,0,1.1515756,1,1.4679382,1,1.1000499,1,0.9470063,0,1.287959,1,0.89170223,0,1.3550959,1,0.920513,0,1.2035027,0,0.8587128,0,1.1118755,1
Cl.NC(=O)c1sccc1NC(=O)c1cnn2cccnc12,5.455931955649724,merck,2.360694,1,0.709355,0,2.191634,1,1.0377774,1,1.51513,1,1.8419262,1,1.1764824,1,1.283528,1,0.9014559,0,1.3584378,1,0.920327,0,1.2061514,0,0.84928834,0,1.1174943,1
Cl.CC(C)(C)c1cc(NC(=O)c2cnn3cccnc23)c(s1)C(N)=O,5.070581074285707,merck,2.3774343,1,0.66731006,0,2.4183693,1,0.714867,0,0.56614476,0,1.2720406,1,1.0769621,0,1.2849854,1,0.9124166,0,1.3632627,1,0.91501087,0,1.2105259,1,0.8485154,0,1.1156291,1
Cl.NC(=O)c1ccccc1NC(=O)c1cnn2cccnc12,5.1191864077192095,merck,0.9569899,0,0.7714352,0,0.80952317,0,1.1515756,1,1.4679382,1,1.1000499,1,0.9470063,0,1.287959,1,0.89170223,0,1.3550959,1,0.920513,0,1.2035027,0,0.8587128,0,1.1118755,1
OC(=O)C(F)(F)F.NC(=O)c1n[nH]cc1NC(=O)c1cnn2cccnc12,6.154901959985742,merck,1.6698223,1,1.1354649,0,1.8388201,1,1.3614013,1,1.3966843,1,0.7672531,0,0.84712684,0,1.2854553,1,0.9146879,0,1.3654282,1,0.9401855,1,1.201364,0,0.8677842,0,1.0841929,0
Cl.NC(=O)c1cc(Br)ccc1NC(=O)c1cnn2cccnc12,5.301029995663981,merck,0.56311345,0,0.44391838,0,0.5278076,0,1.2147912,1,0.6744433,0,1.3211695,1,1.0493736,0,1.2941761,1,0.88884723,0,1.3599646,1,0.92374563,0,1.2030174,0,0.8601171,0,1.115418,1
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2csc3nccnc23)c(n1)C(N)=O,7.161150909262744,merck,2.087777,1,0.82703954,0,2.0711236,1,1.4504435,1,0.9846811,1,1.2807369,1,0.8675544,0,1.2701745,1,0.9806169,1,1.3405267,1,0.94157887,1,1.1909544,0,0.8558609,0,1.1143419,1
OC(=O)C(F)(F)F.CSc1ncc2ccc(C(=O)Nc3cn(C)nc3C(N)=O)n2n1,6.431798275933005,merck,1.2540064,1,0.5980474,0,1.338347,1,1.0302296,1,0.7177182,0,0.80750996,0,0.7946565,0,1.2655017,1,0.9921706,1,1.331429,1,0.9472723,1,1.1804,0,0.86422145,0,1.1064851,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3cnc(NCCN)nn23)c(n1)C(N)=O,9.045757490560677,merck,1.5609703,1,0.83800936,0,1.4699253,1,1.29937,1,0.9117278,0,0.8887358,1,1.0341601,0,1.2624276,1,0.9795652,1,1.342181,1,0.955763,1,1.2178419,1,0.88262266,0,1.0976843,0
OC(=O)C(F)(F)F.NCCNc1ncc2ccc(C(=O)Nc3cn(CCO)nc3C(N)=O)n2n1,8.698970004336019,merck,2.0335424,1,1.7575506,1,2.1496634,1,1.0454228,1,0.7753874,0,1.0567666,1,1.3989683,1,1.2533665,0,0.93482065,1,1.3328694,1,0.9546291,1,1.2054063,0,0.8800901,0,1.1076964,0
OC(=O)C(F)(F)F.CNC(=O)c1nn(C)cc1NC(=O)c1ccc2cnc(NCCN)nn12,8.522878745280337,merck,1.1596618,1,0.7414673,0,1.0710406,0,1.2857598,1,1.1191262,1,1.0925225,1,1.083339,0,1.2613705,1,0.9855415,1,1.3457985,1,0.9568523,1,1.2145622,1,0.89120716,1,1.097178,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(n1)C(N)=O,9.154901959985745,merck,2.249712,1,0.8698741,0,1.8614488,1,1.5953438,1,1.4245381,1,1.0411339,1,1.1787776,1,1.2456409,0,0.97932255,1,1.3122555,1,0.94575465,1,1.2019892,0,0.88623965,1,1.1097631,1
OC(=O)C(F)(F)F.CCn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(n1)C(N)=O,9.0,merck,1.8167539,1,0.99267656,0,1.5508807,1,1.206337,1,0.92506146,0,1.756758,1,1.2085893,1,1.259114,1,0.9874195,1,1.3239852,1,0.9455702,1,1.2196313,1,0.8856655,1,1.107161,0
OC(=O)C(F)(F)F.N[C@H]1CCCC[C@H]1Nc1ncc2ccc(C(=O)Nc3cn(CCO)nc3C(N)=O)n2n1,8.522878745280337,merck,1.7369701,1,1.2124541,0,1.599787,1,1.3113649,1,0.8788286,0,1.7916715,1,1.312909,1,1.2437863,0,0.9510326,1,1.3110235,0,0.9560908,1,1.2113824,1,0.8936214,1,1.1173027,1
OC(=O)C(F)(F)F.CNC(=O)c1nn(C)cc1NC(=O)c1ccc2cnc(N[C@@H]3CCCC[C@@H]3N)nn12,7.886056647693162,merck,2.199919,1,1.0066527,0,1.9074044,1,1.3879595,1,1.0404507,1,1.417119,1,1.0868624,0,1.2438513,0,0.9842701,1,1.3152295,1,0.945984,1,1.1990689,0,0.89454013,1,1.1086237,1
OC(=O)C(F)(F)F.CNC(=O)c1nn(CCO)cc1NC(=O)c1ccc2cnc(N[C@@H]3CCCC[C@@H]3N)nn12,7.200659450546419,merck,2.2790418,1,0.785842,0,1.8701553,1,1.3142424,1,1.2163756,1,1.7830096,1,1.0698695,0,1.2395146,0,0.9883902,1,1.306838,0,0.9565341,1,1.2132207,1,0.8947929,1,1.1214058,1
OC(=O)C(F)(F)F.COCCn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(n1)C(N)=O,8.221848749616356,merck,2.237083,1,0.90969193,0,1.8774705,1,1.1077639,1,0.80184615,0,1.4557493,1,1.198804,1,1.2591732,1,0.9372709,1,1.3310663,1,0.95536464,1,1.2218835,1,0.8914866,1,1.1106312,1
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCNCC2)c(n1)C(F)(F)F,8.0,merck,2.0371652,1,1.897254,1,2.3432379,1,1.0743723,1,1.344082,1,0.7938407,0,1.2429297,1,1.2628795,1,0.9109314,0,1.3152658,1,0.92931074,0,1.2242137,1,0.8836889,0,1.1006885,0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(n1)C(F)(F)F,9.30102999566398,merck,1.1370623,0,1.2474873,0,1.1186676,0,0.7313609,0,1.2263019,1,1.4009467,1,1.3398601,1,1.2520516,0,0.9127362,0,1.3087862,0,0.9283124,0,1.2227315,1,0.8800901,0,1.0931169,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4)nc23)cn1,6.6252516539898965,merck,2.1410527,1,1.4066112,0,1.7815409,1,0.87757593,0,0.80290747,0,0.6981103,0,0.97641057,0,1.2621005,1,0.9292098,1,1.3173246,1,0.93298894,0,1.1980301,0,0.88868517,1,1.113475,1
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(n1)C(F)(F)F,7.638272163982407,merck,1.1414082,0,1.383018,0,1.2481718,1,0.765594,0,0.6553838,0,1.5447172,1,1.3611459,1,1.2563531,1,0.90804076,0,1.3123009,1,0.9287986,0,1.216129,1,0.8825114,0,1.0894963,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCC4)nc23)c(n1)C(F)(F)F,6.316052869248487,merck,1.4136183,1,1.758021,1,1.1612343,1,0.9370743,1,0.8745237,0,1.0323733,1,1.1590376,1,1.2461246,0,0.9394235,1,1.3019896,0,0.93045497,0,1.2013446,0,0.8918904,1,1.1112056,1
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCN(CC3CC3)CC2)c(n1)C(F)(F)F,6.166852888087216,merck,1.6182446,1,0.840634,0,1.8144748,1,0.90676326,0,1.4710648,1,0.82489645,0,1.4447397,1,1.2791029,1,0.8999667,0,1.3325118,1,0.9345195,0,1.2452917,1,0.8978978,1,1.1017531,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(NC4CCNCC4)nc23)c(n1)C(F)(F)F,7.4089353929735005,merck,1.1660334,1,2.1614683,1,1.1276543,1,0.80506396,0,1.3061478,1,0.9984558,1,1.1529524,1,1.2618206,1,0.9405742,1,1.3200562,1,0.9350469,0,1.1960795,0,0.89779913,1,1.1062429,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCCNCC2)c(n1)C(F)(F)F,7.180456064458131,merck,1.6587617,1,1.2495064,0,1.3625429,1,0.9846802,1,0.6226215,0,0.68277913,0,1.034729,0,1.261194,1,0.92830044,1,1.3209031,1,0.93527234,0,1.2008667,0,0.8885994,1,1.1060338,0
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCNC4)nc23)c(n1)C(F)(F)F,9.30102999566398,merck,0.9681311,0,2.1407425,1,0.9550709,0,0.801414,0,0.9843987,1,0.8862822,1,1.1170961,0,1.2640436,1,0.93272394,1,1.3235381,1,0.9380343,1,1.2132695,1,0.8902942,1,1.0951014,0
CCN1CCCN(CC1)c1ccn2ncc(C(=O)Nc3cn(C)nc3C(F)(F)F)c2n1,5.9570309266068175,merck,0.5118492,0,0.6436739,0,0.47438923,0,0.86322755,0,0.904726,0,1.4380913,1,1.107757,0,1.2891815,1,0.9026527,0,1.3518282,1,0.9235982,0,1.2396792,1,0.8927032,1,1.1038228,0
Cl.Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CC3CCC2CN3)c(n1)C(F)(F)F,7.552841968657781,merck,2.044041,1,2.1154194,1,1.8124223,1,1.0454102,1,1.253333,1,0.8536321,1,0.930562,0,1.2553078,0,0.92418337,1,1.3114536,0,0.9320086,0,1.2316184,1,0.8839078,0,1.1085206,1
Cl.Cn1cc(NC(=O)c2cnn3ccc(NC4CCCCNC4)nc23)c(n1)C(F)(F)F,8.221848749616356,merck,1.7760462,1,0.8331014,0,1.8179618,1,0.8962145,0,0.924389,0,1.2794012,1,1.317349,1,1.2719902,1,0.8899847,0,1.3323667,1,0.9296244,0,1.2261622,1,0.878203,0,1.091707,0
