smiles,pIC50,patent_cie,target_2targs_power6_seed19_targid0_continuous,target_2targs_power6_seed19_targid0,target_2targs_power6_seed19_targid1_continuous,target_2targs_power6_seed19_targid1,target_1targs_power6_seed19_targid0_continuous,target_1targs_power6_seed19_targid0,target_1targs_power6_seed20_targid0_continuous,target_1targs_power6_seed20_targid0,target_1targs_power6_seed21_targid0_continuous,target_1targs_power6_seed21_targid0,target_1targs_power6_seed22_targid0_continuous,target_1targs_power6_seed22_targid0,target_1targs_power6_seed23_targid0_continuous,target_1targs_power6_seed23_targid0,target_2targs_power15_seed19_targid0_continuous,target_2targs_power15_seed19_targid0,target_2targs_power15_seed19_targid1_continuous,target_2targs_power15_seed19_targid1,target_1targs_power15_seed19_targid0_continuous,target_1targs_power15_seed19_targid0,target_1targs_power15_seed20_targid0_continuous,target_1targs_power15_seed20_targid0,target_1targs_power15_seed21_targid0_continuous,target_1targs_power15_seed21_targid0,target_1targs_power15_seed22_targid0_continuous,target_1targs_power15_seed22_targid0,target_1targs_power15_seed23_targid0_continuous,target_1targs_power15_seed23_targid0
COc1cc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2cc1NC(=O)c1cccc(n1)C(C)O,8.154901959985743,bayer,1.179634,,1.1357335,,0.88621306,0,1.4558885,1,0.79129916,0,0.7480171,0,1.0460172,1,0.90211,0,1.1963983,1,0.9240364,0,0.90389115,0,0.7805376,0,1.1178635,1,1.0127523,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OC(F)(F)F)cc2n1,7.420216403383192,bayer,1.3244209,,1.0060436,,1.130312,1,1.3904681,1,2.0754511,1,0.86601895,0,0.9941337,0,0.8680965,0,1.1483765,0,0.93185884,1,0.9026041,0,0.81980985,1,1.1120057,0,1.0162982,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(C)n3)c(OC(F)(F)F)cc2n1,7.207608310501746,bayer,0.81140316,0.0,0.7054022,0.0,1.0956271,1,1.3523064,1,2.3821683,1,1.0065604,1,1.0023834,0,0.87728703,0,1.1563877,0,0.937019,1,0.902207,0,0.81278896,0,1.1027745,0,1.0151652,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3csc(NC4CN(C4)C(=O)OC(C)(C)C)n3)c(OC(F)(F)F)cc2n1,5.718285029972705,bayer,2.0142362,,2.3246644,,0.85398173,0,0.84013146,0,0.57681274,0,0.78498614,0,1.0793628,1,0.93579817,1,1.2026308,1,0.921088,0,0.9022876,0,0.8144453,0,1.0738683,0,1.0134476,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Br)cc2n1,6.764471553092451,bayer,0.62058824,0.0,1.0424957,1.0,0.8286977,0,0.80838084,0,1.946581,1,0.63470083,0,1.0141238,1,0.90216804,0,1.1997899,1,0.9282149,0,0.9229055,1,0.81738055,1,1.1021091,0,1.012758,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(C)n3)c(Br)cc2n1,6.872895201635193,bayer,2.0172002,,1.9252883,,0.8671861,0,0.70753676,0,0.81074667,0,0.89431685,0,0.95949996,0,0.92030233,1,1.2260754,1,0.935113,1,0.91789806,1,0.79489756,0,1.0991558,0,1.0118712,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3coc(n3)C3CC3)c(Br)cc2n1,7.080921907623925,bayer,1.3409806,1.0,0.82085365,0.0,1.3083054,1,1.0003017,1,0.5426239,0,0.77554405,0,1.0449345,1,0.9290012,1,1.2302872,1,0.9315041,1,0.9235783,1,0.7808932,0,1.1010855,0,1.0112474,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3csc(NC4CN(C4)C(=O)OC(C)(C)C)n3)c(Br)cc2n1,5.583193128177056,bayer,0.95434314,0.0,0.9666044,1.0,0.9192877,0,0.68276346,0,0.444454,0,1.1628857,1,1.0351331,1,0.9709375,1,1.2537712,1,0.92190117,0,0.9069903,0,0.80359685,0,1.0721226,0,1.0111825,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3csc(NC4CNC4)n3)c(OC(F)(F)F)cc2n1,7.481486060122112,bayer,1.4153304,,1.3452255,,0.9724087,0,1.0737754,1,0.44478163,0,1.0414904,1,1.0467496,1,0.8843891,0,1.1633527,0,0.9432168,1,0.91344273,0,0.80379254,0,1.099818,0,1.0154071,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(cc2n1)C#N,6.899629454882437,bayer,0.63021636,0.0,0.47739524,0.0,1.132024,1,0.98583114,1,4.6127925,1,0.63068455,0,1.0411897,1,0.8957969,0,1.1834874,0,0.9203536,0,0.9179045,1,0.81800616,1,1.0965354,0,1.0145837,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3ccc(C)nc3)ccc2n1,6.2708352103072285,bayer,0.9908873,0.0,1.7191217,1.0,0.8643148,0,0.86873186,0,1.1913271,1,1.2791773,1,1.0315328,1,0.9151572,1,1.2182946,1,0.9410808,1,0.92325306,1,0.78577864,0,1.0909958,0,1.0149956,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3cncc(C)c3)ccc2n1,6.801342913045577,bayer,0.9908873,0.0,1.7191217,1.0,0.8643148,0,0.86873186,0,1.1913271,1,1.2791773,1,1.0315328,1,0.9151572,1,1.2182946,1,0.9410808,1,0.92325306,1,0.78577864,0,1.0909958,0,1.0149956,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3cnccc3C)ccc2n1,6.202040356262804,bayer,1.1977353,,2.241265,,0.8434494,0,0.9117837,0,1.7995591,1,1.3727251,1,1.0527592,1,0.90951747,1,1.2162604,1,0.94637144,1,0.92568785,1,0.77868164,0,1.0896479,0,1.0138791,1
COc1ccc(cn1)-c1cccc(n1)C(=O)Nc1ccc2nn(CC(=O)N3CCN(C)CC3)cc2c1,6.283162276700474,bayer,0.4970957,0.0,0.71919,0.0,0.91790164,0,0.88855696,0,2.3187852,1,1.1483498,1,1.038224,1,0.8862353,0,1.1798161,0,0.942029,1,0.90519536,0,0.79497427,0,1.1115721,0,1.0148437,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3ccc(NC(C)=O)nc3)ccc2n1,6.274088367704952,bayer,0.64351475,0.0,1.3305182,1.0,0.7397963,0,1.3003831,1,1.0788531,1,0.56221324,0,1.0594337,1,0.9271625,1,1.2355545,1,0.93794847,1,0.94366634,1,0.77778506,0,1.0859351,0,1.0136396,1
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3ccc(N)nc3)ccc2n1,6.752026733638194,bayer,0.9805367,0.0,2.050913,1.0,0.7817657,0,0.9743429,1,1.0326451,1,0.91687185,0,1.0093892,0,0.90894425,1,1.2105185,1,0.9397694,1,0.9468172,1,0.78622687,0,1.0948286,0,1.0166596,1
Fc1cc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,7.080921907623925,bayer,0.5024066,0.0,0.5057153,0.0,1.065844,1,0.7908174,0,0.94750273,1,0.94007474,0,0.9396054,0,0.91748756,1,1.2051775,1,0.9236495,0,0.91835535,1,0.8111491,0,1.123838,1,1.009504,0
Fc1cc2nn(CC(=O)N3CCN(CC3)C(=O)C3CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,6.563837352959244,bayer,0.8199562,0.0,0.44874153,0.0,1.2126179,1,0.78412676,0,1.5003867,1,0.84380305,0,0.9333108,0,0.91757345,1,1.1914343,1,0.9237908,0,0.91410047,0,0.818395,1,1.1202903,1,1.0096445,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(F)cc2n1,6.017276612331455,bayer,0.8764725,0.0,1.0999655,1.0,0.9324303,0,0.66006243,0,2.4951353,1,0.6622328,0,1.0501537,1,0.9076478,1,1.2046577,1,0.9287197,1,0.9251677,1,0.8199338,1,1.1050272,0,1.013822,1
Cc1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)C3CC3)nc2cc1F,5.895854449445992,bayer,1.1478255,1.0,0.6174107,0.0,1.1134716,1,0.7368378,0,0.85037136,0,0.8564676,0,0.97594696,0,0.92432904,1,1.2065265,1,0.9225617,0,0.92135876,1,0.8053465,0,1.1231625,1,1.0115582,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(C)n3)c(F)cc2n1,6.300162274132752,bayer,1.6298604,,2.3096352,,0.8075502,0,0.8223729,0,0.7102534,0,0.62004954,0,1.0320305,1,0.91653025,1,1.2178475,1,0.9382522,1,0.9269916,1,0.8000338,0,1.0989947,0,1.0132836,0
Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)C3CC3)nc2cc1F,7.602059991327962,bayer,1.4276148,1.0,0.59368837,0.0,1.3872589,1,0.95375216,1,3.4588487,1,0.758698,0,1.0204171,1,0.92446333,1,1.219348,1,0.93199664,1,0.92948025,1,0.8002117,0,1.1164681,1,1.0125866,0
Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)nc2cc1F,7.958607314841775,bayer,1.0085872,0.0,0.8332553,0.0,1.0848411,1,1.1122593,1,2.2807565,1,0.74406266,0,1.0082986,0,0.92481315,1,1.2309192,1,0.9322914,1,0.9335913,1,0.7919766,0,1.1189728,1,1.0123743,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)-c3cnn(C)c3)c(F)cc2n1,7.251811972993798,bayer,1.6594206,,2.5013669,,0.81300867,0,1.1581434,1,1.6594222,1,0.66293085,0,1.0097727,0,0.91363376,1,1.2234128,1,0.9485558,1,0.93545985,1,0.79856366,0,1.0979302,0,1.0124801,0
Cn1cc(cn1)-c1nc(ccc1F)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)nc2cc1F,7.744727494896692,bayer,1.0085872,0.0,0.8332553,0.0,1.0848411,1,1.1122593,1,2.2807565,1,0.74406266,0,1.0082986,0,0.92481315,1,1.2309192,1,0.9322914,1,0.9335913,1,0.7919766,0,1.1189728,1,1.0123743,0
Cn1cc(cn1)-c1nc(ccc1F)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)C3CC3)nc2cc1F,7.055517327849832,bayer,1.4276148,1.0,0.59368837,0.0,1.3872589,1,0.95375216,1,3.4588487,1,0.758698,0,1.0204171,1,0.92446333,1,1.219348,1,0.93199664,1,0.92948025,1,0.8002117,0,1.1164681,1,1.0125866,0
Fc1cc2nn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)cc2cc1NC(=O)c1cccc(n1)N1CCOCC1,6.9829666607012175,bayer,1.0207559,0.0,0.8048773,0.0,0.95979357,0,1.3410238,1,0.22059806,0,1.0339273,1,0.9230774,0,0.91709083,1,1.2118134,1,0.92329365,0,0.9389703,1,0.79810953,0,1.1191211,1,1.0089318,0
Fc1cc2nn(CC(=O)N3CCN(CC3)C(=O)C3CC3)cc2cc1NC(=O)c1cccc(n1)N1CCOCC1,6.6252516539898965,bayer,0.8205892,0.0,0.70381534,0.0,1.0585696,1,1.0529357,1,0.26186842,0,0.9879923,1,0.9199208,0,0.9177951,1,1.2000232,1,0.9236971,0,0.9349344,1,0.80504924,0,1.1155016,1,1.0087205,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)N3CCOCC3)c(F)cc2n1,6.082494490447456,bayer,1.1998742,,1.2933688,,1.0979677,1,0.99311674,1,0.4361567,0,0.9956589,1,1.0502795,1,0.9066861,0,1.2094855,1,0.9326108,1,0.94530845,1,0.79534966,0,1.1122572,0,1.013097,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCc3ccccc3)cc2n1,6.97061622231479,bayer,1.0110927,0.0,0.80774444,0.0,1.0885603,1,1.3718748,1,1.0449084,1,0.9389393,0,1.0413744,1,0.870777,0,1.1513633,0,0.92871666,1,0.89897937,0,0.83246636,1,1.1312218,1,1.0136089,1
CC(C)COc1cc2nn(CC(=O)N3CCN(C)CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,6.82102305270683,bayer,0.6055124,0.0,0.77036047,0.0,0.9890746,0,1.4382303,1,0.7418549,0,1.1717741,1,1.0647784,1,0.8836884,0,1.1492935,0,0.9284297,0,0.89658093,0,0.8404202,1,1.1081749,0,1.0126404,0
CC(C)COc1cc2nn(CC(=O)N3CCOCC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,7.173925197299173,bayer,0.7452578,0.0,1.1539053,1.0,0.7910134,0,0.9707881,1,0.5610135,0,1.3851907,1,1.0714478,1,0.8921044,0,1.1727785,0,0.9206067,0,0.90580416,0,0.827237,1,1.1150962,1,1.0091295,0
CC(C)COc1cc2nn(CC(=O)N3CCC(CC3)C(C)(C)O)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,6.721246399047171,bayer,0.45293757,0.0,0.66180843,0.0,1.0233599,0,0.9456724,1,0.8048086,0,1.0160446,1,1.0810531,1,0.8886475,0,1.1603656,0,0.9155382,0,0.9048744,0,0.83429956,1,1.101602,0,1.0137568,1
CC(C)COc1cc2nn(CC(=O)N(C)CC3CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,6.795880017344077,bayer,1.0192587,0.0,0.6574214,0.0,1.1505468,1,1.4331551,1,1.2765757,1,0.87638867,0,1.067271,1,0.8772791,0,1.1309774,0,0.9264093,0,0.90437025,0,0.8630718,1,1.0981671,0,1.0130339,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCC3CC3)cc2n1,8.522878745280337,bayer,1.0774224,0.0,0.5618595,0.0,1.2687379,1,1.4465339,1,1.1406945,1,1.2355777,1,1.0324749,1,0.871215,0,1.1373017,0,0.9295033,1,0.8946948,0,0.84200937,1,1.1259456,1,1.0138946,1
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCOCC3)nc2cc1OCC1CC1,8.698970004336019,bayer,1.6311644,,1.3639109,,0.9007358,0,1.3113096,1,0.39986768,0,1.538407,1,0.98403275,0,0.8738942,0,1.1322744,0,0.9210125,0,0.89471614,0,0.8320629,1,1.1287304,1,1.008068,0
CC(C)(O)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCC3CC3)cc2n1,8.397940008672037,bayer,0.9859231,0.0,1.1202681,1.0,0.9049096,0,1.3309069,1,0.6196525,0,1.0843579,1,1.0801272,1,0.8930858,0,1.1549119,0,0.91905534,0,0.8964345,0,0.82080036,1,1.1190805,1,1.0114164,0
CN(CC1CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCC3CC3)cc2n1,8.0,bayer,1.7921292,,0.9596085,,1.1997569,1,1.348397,1,1.197751,1,1.1096123,1,1.0540675,1,0.8667788,0,1.1279528,0,0.923474,0,0.90322536,0,0.84068394,1,1.1252853,1,1.0121036,0
CN1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCc3ccccn3)cc2n1,7.721246399047171,bayer,1.0110927,0.0,0.80774444,0.0,1.0885603,1,1.3718748,1,1.0449084,1,0.9389393,0,1.0413744,1,0.870777,0,1.1513633,0,0.92871666,1,0.89897937,0,0.83246636,1,1.1312218,1,1.0136089,1
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCOCC3)nc2cc1OCc1ccccn1,7.522878745280337,bayer,1.7475219,1.0,0.86289185,0.0,1.2383289,1,1.0720801,1,0.33303183,0,1.3227563,1,0.9584341,0,0.87311924,0,1.1470635,0,0.9204709,0,0.898475,0,0.8247237,1,1.134474,1,1.0079155,0
CC(C)(O)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCc3ccccn3)cc2n1,7.769551078621726,bayer,0.6591717,0.0,1.2514116,1.0,0.7745359,0,1.07364,1,0.65224695,0,0.8848589,0,1.08575,1,0.8925763,0,1.1681964,0,0.91847736,0,0.90056896,0,0.8125532,0,1.1241633,1,1.0112176,0
CN(CC1CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(OCc3ccccn3)cc2n1,7.698970004336019,bayer,1.6158546,1.0,0.6438253,0.0,1.456344,1,1.2415156,1,1.1265569,1,0.8243442,0,1.0243173,1,0.8624588,0,1.1320263,0,0.9253746,0,0.9072806,0,0.85195315,1,1.1225723,1,1.013804,1
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCN(CC3)C(=O)c3ccccc3)nc2cc1Cl,7.292429823902062,bayer,0.62900114,0.0,0.55353594,0.0,1.1518043,1,0.7781487,0,0.9024069,0,0.8482262,0,0.92963773,0,0.9142203,1,1.2030028,1,0.9212523,0,0.91658145,1,0.8052961,0,1.1242163,1,1.0088797,0
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCOCC3)nc2cc1Cl,7.142667503568733,bayer,0.6623981,0.0,0.6860448,0.0,0.9877439,0,0.61525846,0,0.54664665,0,1.117923,1,0.9571479,0,0.8998733,0,1.1847143,0,0.91573626,0,0.91696876,1,0.8093929,0,1.1334724,1,1.0088711,0
CCOC(=O)N1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,7.113509274827518,bayer,1.7799602,,1.1116153,,1.0371711,0,0.97678715,1,0.4692112,0,0.85850465,0,0.9507869,0,0.93784136,1,1.2186143,1,0.9044089,0,0.90631515,0,0.81496394,0,1.135045,1,1.0097215,0
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CCC(CC3)N3CCCC3)nc2cc1Cl,7.552841968657781,bayer,0.7992937,0.0,0.76533943,0.0,0.99165446,0,0.65227646,0,1.9932786,1,0.69780266,0,0.93892235,0,0.91027445,1,1.2063284,1,0.9285759,0,0.9217632,1,0.80457175,0,1.1131161,0,1.0089409,0
CC(C)(O)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,7.200659450546419,bayer,0.98987836,0.0,2.068517,1.0,0.7719699,0,0.7887082,0,0.49535272,0,1.1688936,1,1.0516714,1,0.908035,1,1.206314,1,0.92949516,1,0.9145329,0,0.79001,0,1.1164889,1,1.0101885,0
CC(C)(CO)C(=O)N1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,7.1249387366083,bayer,1.7198058,,2.1874962,,0.87707025,0,0.89178455,0,0.25393555,0,1.0470461,1,0.92058635,0,0.944277,1,1.2422737,1,0.89965755,0,0.92754585,1,0.8116764,0,1.0918727,0,1.0145026,1
CN(C)C1CN(C1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,6.684029654543082,bayer,0.98886204,0.0,0.8732997,0.0,1.0953069,1,1.1469367,1,2.702441,1,0.7473791,0,1.0841854,1,0.919415,1,1.2104741,1,0.922604,0,0.9207532,1,0.803499,0,1.1112462,0,1.0106537,0
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CC(=O)N3CC(C3)N3CCCCC3)nc2cc1Cl,6.187755303199631,bayer,0.8273626,0.0,1.0976654,1.0,0.8438977,0,0.84488976,0,1.1306235,1,0.9074721,0,0.94415355,0,0.912266,1,1.2043847,1,0.92487645,0,0.91539747,0,0.7989323,0,1.1098132,0,1.00818,0
CC(C)(O)CC1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,6.782516055786092,bayer,1.0064756,0.0,1.9767022,1.0,0.8123389,0,0.9746489,1,0.48346403,0,1.5712283,1,0.97524047,0,0.92465436,1,1.2268028,1,0.9204713,0,0.9197407,1,0.8030017,0,1.1099119,0,1.01285,0
OC1CCN(CC1)C1CCN(CC1)C(=O)Cn1cc2cc(NC(=O)c3cccc(n3)C(F)(F)F)c(Cl)cc2n1,7.207608310501746,bayer,0.7101028,0.0,0.6901096,0.0,1.0856789,1,0.8019752,0,0.9509266,1,1.4192595,1,1.0626407,1,0.8899101,0,1.181547,0,0.93183005,1,0.92442715,1,0.79282755,0,1.1369512,1,1.0117612,0
COc1cc2nn(CC(=O)N3CCN(C)CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,7.481486060122112,bayer,0.81140316,0.0,0.7054022,0.0,1.0956271,1,1.3523064,1,2.3821683,1,1.0065604,1,1.0023834,0,0.87728703,0,1.1563877,0,0.937019,1,0.902207,0,0.81278896,0,1.1027745,0,1.0151652,1
COc1cc2nn(CC(=O)N3CCOCC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,7.920818753952375,bayer,1.00936,0.0,0.5785886,0.0,1.1370149,1,1.1350359,1,0.73207307,0,0.7337302,0,1.0418181,1,0.88629735,0,1.1555954,0,0.9136176,0,0.90579045,0,0.81307936,0,1.1245981,1,1.0141934,1
CCOc1cc2nn(CC(=O)N3CCC(CC3)N(C)C)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,8.698970004336019,bayer,0.9550015,0.0,0.5417383,0.0,1.1999677,1,1.1713984,1,0.38465464,0,1.0770179,1,1.0609283,1,0.89951843,0,1.1527741,0,0.9241627,0,0.892324,0,0.82348466,1,1.1148008,1,1.0107961,0
CCOc1cc2nn(CC(=O)N3CCC(CC3)N3CCCC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,8.397940008672037,bayer,0.92557085,0.0,0.6068879,0.0,1.0679824,1,0.91875994,0,0.51157993,0,1.105418,1,0.9541427,0,0.8966216,0,1.177309,0,0.9273075,0,0.90142345,0,0.8166815,0,1.1411902,1,1.0095398,0
CCOc1cc2nn(CC(=O)N3CCN(C)CC3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,8.301029995663981,bayer,1.055378,0.0,0.75566053,0.0,1.1658783,1,1.3545744,1,0.8745283,0,1.5068321,1,1.0487101,1,0.8958839,0,1.1748013,0,0.9322824,1,0.89913476,0,0.8208953,1,1.1204243,1,1.0113792,0
